group,random,direct 0,channel 0,channel 0 GPT-J,direct multi-0,channel multi-0,SL-(S)-meta,SL-(S)-meta-ens,SL-(S)-meta-wens,SL-reg-(S)-meta,SL-reg-(S)-meta-ens,SL-reg-(S)-meta-wens,adapter-(S)-meta,SL-(M)-meta,SL-(M)-meta-ens,SL-(M)-meta-wens,SL-reg-(M)-meta,SL-reg-(M)-meta-ens,SL-reg-(M)-meta-wens,adapter-(M)-meta,SL,SL-ens,SL-wens,SL-meta,SL-meta-ens,SL-meta-wens,SL-reg,SL-reg-ens,SL-reg-wens,SL-reg-meta,SL-reg-meta-ens,SL-reg-meta-wens,adapter,adapter-meta,direct ICL,channel ICL,channel ICL GPT-J,direct MetaICL,channel MetaICL
0,38.9,37.3,40.1,42.3,34.9,40.7,40.6,38.5,37.8,41.4,38.2,37.0,40.4,43.2,42.2,41.0,44.2,44.1,39.9,43.3,38.3,35.6,38.2,44.7,40.7,42.2,39.2,37.0,31.4,45.5,42.5,39.3,38.9,44.1,34.2,41.3,43.4,37.0,45.8
1,38.6,34.6,36.4,39.8,36.9,37.4,40.3,39.2,37.7,41.1,39.1,37.4,39.5,43.4,42.5,41.1,43.9,44.0,40.7,42.5,38.6,37.0,39.4,44.6,41.2,42.7,39.8,37.5,33.9,45.7,42.9,40.3,39.2,44.5,34.1,39.5,43.4,37.9,45.5
2,38.7,34.3,37.8,36.2,37.0,39.2,40.2,39.5,39.4,42.0,40.1,38.8,39.6,40.9,39.5,40.9,41.2,40.6,39.4,41.1,39.1,37.1,38.8,43.4,41.6,42.5,40.2,38.5,34.5,44.4,42.8,41.4,39.6,43.5,34.3,36.9,41.4,38.4,44.9
3,38.6,32.9,35.0,38.4,35.8,37.7,40.6,39.6,39.1,41.5,39.5,38.3,39.4,40.3,39.6,39.7,40.8,41.0,39.5,40.8,38.5,35.9,38.3,41.0,39.5,40.0,39.5,36.0,33.2,41.6,40.1,38.8,36.9,41.3,33.3,37.7,41.2,37.3,46.0
4,38.5,35.0,34.8,36.5,35.2,36.6,40.5,40.1,40.0,41.5,40.7,39.5,39.8,40.9,38.8,38.5,40.6,39.1,37.3,40.2,37.6,36.8,38.0,42.2,39.4,40.7,38.8,36.4,34.5,42.4,39.3,38.6,38.4,42.2,37.3,38.6,42.7,39.2,44.7
