group,random,direct 0,channel 0,channel 0 GPT-J,direct multi-0,channel multi-0,SL-(S)-meta,SL-(S)-meta-ens,SL-(S)-meta-wens,SL-reg-(S)-meta,SL-reg-(S)-meta-ens,SL-reg-(S)-meta-wens,adapter-(S)-meta,SL-(M)-meta,SL-(M)-meta-ens,SL-(M)-meta-wens,SL-reg-(M)-meta,SL-reg-(M)-meta-ens,SL-reg-(M)-meta-wens,adapter-(M)-meta,SL,SL-ens,SL-wens,SL-meta,SL-meta-ens,SL-meta-wens,SL-reg,SL-reg-ens,SL-reg-wens,SL-reg-meta,SL-reg-meta-ens,SL-reg-meta-wens,adapter,adapter-meta,direct ICL,channel ICL,channel ICL GPT-J,direct MetaICL,channel MetaICL
b=6.4,38.1,34.4,36.2,36.7,33.2,36.1,45.7,42.0,41.1,44.9,41.5,38.6,42.9,42.4,42.2,39.8,43.5,43.7,38.5,42.4,38.7,36.2,38.2,48.1,41.2,44.2,39.3,37.1,32.1,46.8,41.1,38.7,41.3,47.5,34.7,39.9,45.5,35.6,49.4
b=3.2,38.2,34.8,36.1,37.0,34.0,36.2,45.7,42.3,41.4,45.1,41.9,39.2,43.2,42.9,42.6,40.5,43.7,44.1,39.1,42.9,39.3,36.8,38.7,48.3,41.8,44.7,39.8,37.5,32.6,47.3,42.0,39.5,41.7,47.8,34.6,40.2,45.6,36.5,48.7
b=1.6,38.5,36.0,36.3,37.7,36.1,36.7,45.2,42.7,42.0,45.3,42.5,40.3,43.5,44.1,43.3,42.2,44.5,44.8,40.5,44.1,40.8,38.3,40.1,48.5,43.3,45.7,41.2,38.7,34.1,48.3,44.0,41.4,42.3,48.1,35.1,40.6,45.3,38.7,47.4
b=0.8,38.6,37.5,36.4,38.3,37.8,37.5,44.1,42.5,41.9,44.8,42.5,40.8,43.1,44.7,43.4,43.0,44.9,44.8,41.3,44.4,41.5,39.3,41.0,48.0,44.0,46.0,41.9,39.6,35.4,48.3,45.0,42.5,42.0,47.8,36.4,40.5,44.6,40.1,46.8
b=0.4,38.6,38.3,36.4,38.5,38.4,37.9,43.5,42.3,41.7,44.5,42.4,40.8,42.7,44.6,43.2,43.1,44.9,44.4,41.4,44.2,41.4,39.5,41.3,47.5,44.0,45.8,42.0,39.9,35.9,48.0,45.1,42.6,41.6,47.4,37.1,40.3,44.1,40.4,46.7
b=0.2,38.6,38.6,36.4,38.6,38.6,38.1,43.3,42.2,41.6,44.3,42.3,40.7,42.5,44.5,43.0,43.0,44.8,44.2,41.4,44.1,41.3,39.6,41.4,47.2,43.9,45.6,41.9,40.0,36.1,47.8,45.0,42.6,41.4,47.2,37.4,40.2,43.9,40.4,46.8
