group,random,direct 0,channel 0,channel 0 GPT-J,direct multi-0,channel multi-0,SL-(S)-meta,SL-(S)-meta-ens,SL-(S)-meta-wens,SL-reg-(S)-meta,SL-reg-(S)-meta-ens,SL-reg-(S)-meta-wens,adapter-(S)-meta,SL-(M)-meta,SL-(M)-meta-ens,SL-(M)-meta-wens,SL-reg-(M)-meta,SL-reg-(M)-meta-ens,SL-reg-(M)-meta-wens,adapter-(M)-meta,SL,SL-ens,SL-wens,SL-meta,SL-meta-ens,SL-meta-wens,SL-reg,SL-reg-ens,SL-reg-wens,SL-reg-meta,SL-reg-meta-ens,SL-reg-meta-wens,adapter,adapter-meta,direct ICL,channel ICL,channel ICL GPT-J,direct MetaICL,channel MetaICL
0,38.9,34.6,35.6,35.1,35.9,38.0,43.5,41.3,39.8,44.1,40.9,39.3,43.4,44.9,42.8,42.2,45.8,44.6,40.2,45.4,42.7,39.5,41.0,47.8,43.4,46.0,43.2,40.7,34.7,49.0,45.2,41.6,42.6,48.6,35.5,40.8,45.2,38.9,46.7
1,38.8,32.0,39.0,35.3,36.1,42.5,39.2,37.9,37.7,40.0,38.3,37.5,38.5,41.7,40.8,40.1,42.5,42.7,39.7,40.6,38.3,36.2,38.1,44.1,40.6,42.0,39.2,37.0,32.8,45.2,42.2,39.8,38.9,43.6,35.8,37.7,41.7,37.0,42.8
2,38.6,40.7,36.6,36.8,36.5,38.5,45.2,42.5,42.3,46.1,43.1,40.0,43.4,47.7,45.5,45.9,48.1,46.1,44.1,46.8,43.3,41.8,43.4,49.3,44.1,46.5,44.9,42.4,37.1,50.0,45.9,44.5,43.5,49.5,39.7,38.8,42.9,38.9,45.6
3,37.9,37.8,35.5,35.7,35.8,36.4,43.3,41.4,37.9,44.1,40.8,36.0,42.1,45.5,43.1,41.1,45.0,44.0,40.1,44.8,41.5,39.3,40.8,47.0,41.9,43.2,42.4,39.6,33.3,46.6,42.6,40.4,40.5,47.1,36.5,37.9,43.8,36.4,47.6
4,38.3,37.3,35.4,36.3,37.7,36.0,39.0,39.4,38.8,39.6,39.0,38.4,38.0,39.8,39.2,39.7,39.0,39.5,38.6,39.9,36.7,34.5,39.1,40.6,39.9,39.9,38.7,34.8,33.5,40.6,40.2,40.1,35.7,40.1,36.1,34.9,39.6,39.1,43.1
5,37.7,33.7,38.7,37.5,34.6,37.6,40.7,41.5,40.7,41.5,42.2,40.0,38.8,40.1,39.2,39.3,39.0,39.5,39.1,40.4,34.6,31.4,34.4,41.6,40.3,40.0,35.2,31.7,32.5,41.0,40.1,39.2,34.3,39.9,34.4,36.6,42.3,40.2,45.3
